"added_by_id","added_at","artist","track_name","track_popularity","track_duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"riesgovictoria",2020-12-17,"Chastity Belt","Different Now",48,228.8,0.646,0.695,5,-7.055,1,0.0297,0.117,0.000935,0.103,0.36,124.801,4
"thetopher",2020-12-17,"Charly Bliss","It's Christmas And I Fucking Miss You",20,161.1,0.4,0.793,4,-9.431,1,0.0889,0.000608,0,0.32,0.465,89.942,4
"riesgovictoria",2020-12-18,"Fall Out Boy","Yule Shoot Your Eye Out - Bonus Track",33,221,0.668,0.522,4,-7.42,1,0.0311,0.696,0,0.609,0.717,107.977,4
"1266464675",2020-12-19,"The Jam","Town Called Malice",69,173.3,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,4
"andrewjsa",2020-12-19,"Pom Pom Squad","Hello Santa Claus",10,110.1,0.135,0.974,4,-3.554,1,0.127,0.00533,0.263,0.312,0.243,199.398,4
"andrewjsa",2020-12-20,"Nathaniel Rateliff & The Night Sweats","Santa Baby",0,200.7,0.767,0.299,8,-11.236,1,0.0485,0.776,0,0.104,0.66,89.955,4
"1294274344",2020-12-21,"Altin Gün","Soför Bey",0,195.1,0.63,0.55,9,-12.516,0,0.192,0.18,0.161,0.165,0.81,138.242,4
"1266464675",2020-12-21,"John Grant","Outer Space",31,194.5,0.533,0.413,8,-6.404,1,0.0287,0.615,0.128,0.109,0.366,119.948,4
"fadedshadow589",2020-12-22,"Fenne Lily","What's Good",0,216.9,0.542,0.0957,8,-14.518,0,0.0404,0.935,6.4e-06,0.182,0.259,134.739,4
"1266464675",2020-12-22,"Rilo Kiley","It's a Hit",36,268.3,0.522,0.865,0,-5.502,1,0.0413,0.148,0,0.0973,0.741,117.123,4
"andrewjsa",2020-12-23,"Frank Ocean","DHL",64,268.9,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,4
"fadedshadow589",2020-12-23,"Linkin Park","My December",61,260.6,0.73,0.585,0,-9.274,1,0.0238,0.375,0.0101,0.147,0.721,100.021,4
"1266464675",2020-12-24,"Bob Dylan","Love Sick",38,320.9,0.561,0.273,11,-13.863,0,0.0335,0.601,2.9e-05,0.224,0.305,72.523,4
"andrewjsa",2020-12-26,"Vulfpeck","Dean Town",57,213.3,0.796,0.608,11,-10.936,1,0.041,0.499,0.887,0.0979,0.907,108.756,4
"andrewjsa",2020-12-28,"Joshua Ray Walker","Voices",41,264.9,0.515,0.447,0,-10.533,1,0.0394,0.291,0.00012,0.0923,0.184,76.575,4
"1266464675",2020-12-28,"John Prine","Christmas in Prison",36,193.8,0.475,0.301,7,-13.533,1,0.0275,0.688,0,0.0985,0.569,147.263,3
"1294274344",2020-12-31,"Third Eye Blind","Losing a Whole Year",50,200.6,0.421,0.848,4,-6.3,1,0.0347,3.37e-05,0.000159,0.0775,0.658,175.665,4
"thetopher",2020-12-31,"CZARFACE","Phantoms",46,259.4,0.857,0.508,7,-8.427,1,0.288,0.0958,0.00871,0.129,0.296,87.018,4
"1266464675",2021-01-02,"Thievery Corporation","Sweet Tides",34,288.9,0.41,0.603,2,-7.55,1,0.0281,0.0233,0.907,0.153,0.174,157.823,4
"fadedshadow589",2021-01-05,"Haux","Homegrown",0,241.5,0.627,0.23,6,-18.197,0,0.0405,0.967,0.586,0.179,0.256,119.978,4
"1266464675",2021-01-10,"Pixies","In Heaven (Lady In The Radiator Song) - Live",22,106.7,0.297,0.747,3,-9.982,1,0.126,0.0213,0.0273,0.961,0.118,171.011,4
"1266464675",2021-01-10,"The Greatest Bits","Steam Gardens",29,230,0.425,0.813,11,-9.542,0,0.031,0.000429,0.0249,0.301,0.484,150.101,4
"fadedshadow589",2021-01-10,"Henry Jamison","The Rains",0,211.8,0.689,0.399,6,-10.906,1,0.028,0.648,0.0167,0.0704,0.432,117.027,4
"1266464675",2021-01-11,"Desert Sessions","I Wanna Make It Wit Chu",47,221.5,0.767,0.714,9,-5.429,1,0.0281,0.452,0.000141,0.146,0.831,90.624,4
"1266464675",2021-01-19,"Nina Simone","Sinnerman - Live In New York/1965",0,622,0.439,0.529,11,-13.224,0,0.0971,0.638,6.07e-06,0.102,0.705,146.735,4
"fadedshadow589",2021-01-19,"The Antlers","Putting The Dog To Sleep",43,347.8,0.476,0.405,0,-10.543,1,0.0355,0.496,0.0521,0.208,0.0795,137.019,3
"andrewjsa",2021-01-19,"Toth","Picture of You",16,259.5,0.502,0.672,1,-5.7,0,0.0334,0.784,0.234,0.178,0.251,127.911,3
"1294274344",2021-01-20,"Cortex","Chanson d'un jour d'hiver",42,323.9,0.277,0.501,9,-11.95,0,0.0374,0.519,0.609,0.124,0.343,146.263,4
"1266464675",2021-01-24,"Dengue Fever","Tiger Phone Card",30,217.3,0.631,0.675,11,-4.911,0,0.0288,0.0499,0,0.242,0.763,118.082,4
"1294274344",2021-01-24,"Fleet Foxes","A Long Way Past The Past",45,239.7,0.506,0.548,0,-8.953,1,0.0251,0.417,0.027,0.115,0.235,159.975,4
"1266464675",2021-01-25,"Roy Orbison","In Dreams",57,169.2,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,4
"andrewjsa",2021-01-25,"WagakkiBand","<U+516D><U+5146><U+5E74><U+3068><U+4E00><U+591C><U+7269><U+8A9E>",47,235.4,0.505,0.96,11,-2.105,0,0.133,0.11,0.085,0.0787,0.811,91.913,4
"1266464675",2021-01-26,"Ween","Gabrielle",0,209.5,0.414,0.918,11,-3.395,0,0.121,0.0177,0.000112,0.0683,0.63,79.775,4
"1294274344",2021-01-26,"The Smiths","Heaven Knows I'm Miserable Now - 2011 Remaster",64,215.8,0.609,0.759,6,-4.862,1,0.0276,0.028,0,0.183,0.774,114.045,4
"andrewjsa",2021-01-29,"Josh Garrels","Wait",26,206.3,0.682,0.86,0,-6.619,1,0.037,0.277,0.276,0.0878,0.64,111.072,4
"1266464675",2021-01-29,"Warpaint","Billie Holiday",43,405,0.518,0.385,9,-11.13,0,0.0286,0.639,0.000532,0.093,0.264,100.877,4
"1294274344",2021-01-30,"Hiatus Kaiyote","Laputa",41,146,0.709,0.37,5,-11.156,0,0.071,0.576,3.54e-06,0.262,0.635,106.046,4
"1266464675",2021-01-31,"Leonard Cohen","Is This What You Wanted",43,253.9,0.573,0.226,2,-14.767,1,0.082,0.825,4.4e-06,0.15,0.366,131.692,4
"1266464675",2021-02-01,"Annie Lennox","Don't Let It Bring You Down",46,216.9,0.415,0.478,5,-6.665,1,0.0266,0.752,0.000768,0.186,0.304,68.803,4
"andrewjsa",2021-02-02,"Deafheaven","Canary Yellow",38,737.4,0.275,0.973,2,-5.027,1,0.0511,3.66e-05,0.913,0.259,0.224,92.551,4
"1266464675",2021-02-04,"The Slits","I Heard It Through The Grapevine",53,238.7,0.714,0.665,11,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,4
"1294274344",2021-02-05,"Belle & Sebastian","A Space Boy Dream Number Two",8,181.8,0.407,0.455,2,-19.493,1,0.0922,0.644,0.882,0.103,0.189,90.775,4
"fadedshadow589",2021-04-21,"Jome","Cinnamon",57,204,0.45,0.472,8,-11.422,0,0.0488,0.588,0.000182,0.111,0.234,139.867,4
"1266464675",2021-02-08,"Grant Lee Buffalo","Mockingbirds",41,280.1,0.461,0.472,1,-10.443,1,0.0344,0.37,2.37e-06,0.0612,0.254,129.127,4
"1294274344",2021-02-09,"Bear Hands","What a Drag",7,185.6,0.519,0.814,0,-14.052,1,0.0396,0.144,0.000521,0.363,0.938,92.176,4
"fadedshadow589",2021-02-09,"CLOVES","Don't Forget About Me",61,268.9,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,4
"1266464675",2021-02-10,"Billy Paul","Me and Mrs. Jones",67,284.9,0.294,0.528,8,-10.01,1,0.0471,0.234,0,0.147,0.452,200.813,3
"andrewjsa",2021-02-10,"Ghost","Mary On A Cross",57,244.8,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4
"fadedshadow589",2021-02-10,"Brand New","Jesus Christ",41,318.3,0.664,0.724,11,-5.36,0,0.026,0.31,0.162,0.267,0.239,88.51,4
"1266464675",2021-02-13,"Kelsey Lu","I'm Not In Love",58,414.5,0.191,0.441,4,-13.191,1,0.0751,0.588,0.0993,0.11,0.0409,86.073,3
"riesgovictoria",2021-02-14,"The Greeting Committee","Hands Down",54,257.7,0.426,0.634,4,-7.116,1,0.0341,0.404,0.00356,0.222,0.284,98.925,4
"1266464675",2021-02-14,"Outkast","Happy Valentine's Day",40,323.1,0.658,0.912,7,-4.51,1,0.195,0.0227,0.00928,0.067,0.718,200.105,4
"fadedshadow589",2021-02-15,"Childish Gambino","Redbone",81,326.9,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,4
"1266464675",2021-02-16,"Marcia Griffiths","Don't Let Me Down",51,204.5,0.691,0.662,4,-10.045,1,0.053,0.404,0.00509,0.465,0.947,157.367,4
"1294274344",2021-02-17,"Felix Mendelssohn","Octet In E Flat, Op.20, MWV R20: 1. Allegro moderato, ma con fuoco",2,853,0.31,0.182,3,-17.291,1,0.0353,0.907,0.836,0.0976,0.186,131.05,4
"andrewjsa",2021-02-19,"Balance And Composure","Quake",33,247.6,0.421,0.946,8,-5.916,0,0.0628,0.000157,0.107,0.11,0.303,135,4
"1294274344",2021-02-22,"Fall Out Boy","Sophomore Slump Or Comeback Of The Year",53,203.8,0.572,0.907,11,-3.387,1,0.0497,0.00637,0,0.231,0.557,133.026,4
"1266464675",2021-02-24,"Nataly Dawn","Careless Whisper",28,163.6,0.621,0.302,7,-9.757,0,0.0385,0.246,0.00248,0.107,0.53,80.09,4
"1266464675",2021-02-25,"Ann Peebles","I Can't Stand the Rain",61,150.4,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,4
"andrewjsa",2021-02-26,"Crowbar","Dream Weaver",19,531.1,0.258,0.867,9,-9.197,1,0.112,0.00183,0.605,0.0401,0.087,105.458,4
"1294274344",2021-02-26,"Kadhja Bonet","Honeycomb",37,227.2,0.469,0.441,8,-9.165,0,0.0372,0.883,0.00114,0.116,0.593,76.741,4
"1266464675",2021-02-26,"Various Artists","Uptown Top Ranking",50,234,0.829,0.48,7,-8.634,1,0.162,0.164,0,0.0458,0.925,80.766,4
"andrewjsa",2021-02-27,"Eyehategod","Metamphetamine - remastered 2007",18,119.5,0.197,0.707,8,-7.48,0,0.0551,0.000306,0.839,0.15,0.539,92.286,1
"1294274344",2021-03-05,"Twin Peaks","Irene",36,157.6,0.492,0.852,1,-7.672,0,0.0784,0.0645,0.00166,0.291,0.377,129.019,4
"1266464675",2021-03-07,"Marlon Williams","Vampire Again",28,243,0.525,0.482,9,-8.551,0,0.0488,0.00318,5.33e-05,0.269,0.574,114.775,3
"fadedshadow589",2021-03-08,"Nico","These Days",63,210.7,0.401,0.13,5,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,4
"fadedshadow589",2021-03-08,"Courtney Barnett","Avant Gardener",56,312.2,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,4
"1266464675",2021-03-10,"Outkast","SpottieOttieDopaliscious",59,426.9,0.828,0.656,1,-6.571,1,0.222,0.00259,0.0024,0.144,0.709,124.751,4
"andrewjsa",2021-03-11,"Sharon Van Etten","A Crime (By Big Red Machine)",39,170.3,0.262,0.9,6,-4.172,0,0.0523,0.0485,3.99e-05,0.412,0.312,156.051,4
"1266464675",2021-03-11,"Frankie Stew and Harvey Gunn","Sometimes",48,149.5,0.767,0.505,11,-13.278,0,0.372,0.505,0,0.125,0.831,121.884,4
"1294274344",2021-03-12,"Kurt Vile","Loading Zones",52,203.1,0.525,0.846,4,-4.638,0,0.0302,0.0263,0.000985,0.0764,0.757,112.22,4
"1266464675",2021-03-13,"Gogol Bordello","Through the Roof 'n' Underground",42,329.1,0.467,0.386,9,-11.985,0,0.0335,0.569,6.94e-05,0.183,0.73,98.59,4
"1294274344",2021-03-15,"Triathalon","South Side",36,190.1,0.438,0.373,9,-9.592,1,0.0431,0.213,0.194,0.122,0.322,130.927,4
"1266464675",2021-03-15,"Angel Olsen","Give It Up",39,176.2,0.483,0.619,4,-6.651,1,0.0331,0.00221,1.31e-06,0.0943,0.467,121.223,4
"1266464675",2021-03-16,"Knox Fortune","Lil Thing",46,207,0.713,0.755,7,-4.577,1,0.151,0.262,0.000114,0.0947,0.625,155.939,4
"1294274344",2021-03-18,"Dinosaur Jr.","Feel the Pain",60,259.6,0.34,0.804,0,-8.355,1,0.0516,0.00331,0.0191,0.0727,0.854,131.5,4
"1266464675",2021-03-18,"iamamiwhoami","Kill",0,386.9,0.432,0.687,7,-8.237,1,0.0371,0.00185,0.796,0.311,0.238,164.925,4
"fadedshadow589",2021-03-19,"Yoke Lore","Truly Madly Deeply - Recorded at Spotify Studios NYC",64,190.4,0.675,0.368,0,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,4
"1266464675",2021-03-21,"Penny & The Quarters","You And Me",54,160.8,0.562,0.178,0,-7.811,1,0.0343,0.945,6.66e-06,0.121,0.25,109.589,4
"riesgovictoria",2021-03-22,"Brooks & Dunn","Neon Moon",44,261.2,0.735,0.488,9,-10.56,1,0.026,0.596,1.1e-06,0.0949,0.452,102.383,4
"1294274344",2021-03-24,"Bob Dylan","To Be Alone with You",39,127.6,0.707,0.326,9,-19.686,1,0.0541,0.614,3.06e-05,0.365,0.788,122.948,4
"1266464675",2021-03-25,"Amanaz","Khala My Friend",54,203.7,0.588,0.407,1,-14.169,1,0.0362,0.0212,0.427,0.12,0.362,87.565,4
"1266464675",2021-03-26,"Black Palms Orchestra","Last Summer Forever",0,236.1,0.555,0.698,0,-5.554,0,0.0309,0.0353,0.00163,0.117,0.545,116.934,4
"1266464675",2021-03-28,"Air","The Vagabond",47,337.5,0.608,0.514,8,-4.782,1,0.0451,0.23,0.226,0.052,0.313,139.647,4
"1266464675",2021-03-29,"CCFX","The One to Wait",47,393.2,0.613,0.751,4,-6.677,1,0.0333,0.0962,0.199,0.121,0.57,100.898,4
"andrewjsa",2021-03-30,"Lord Huron","Mine Forever",57,288.3,0.569,0.76,0,-5.507,1,0.0294,0.317,0.29,0.274,0.393,122.972,4
"1294274344",2021-03-31,"SEATBELTS","THE REAL FOLK BLUES",27,376,0.366,0.789,6,-6.24,0,0.0429,0.000576,0.00152,0.117,0.432,160.005,4
"1266464675",2021-03-31,"Brigitte Bardot","Bonnie And Clyde",55,256,0.349,0.575,5,-12.029,1,0.0546,0.0064,0.242,0.122,0.565,97.236,4
"1266464675",2021-04-01,"Maff","Someday",0,373,0.291,0.43,2,-7.538,1,0.0383,0.181,0.715,0.0861,0.0713,124.83,4
"1266464675",2021-04-02,"C.W. Stoneking","We Gon' Boogaloo",31,207.2,0.521,0.377,5,-12.987,1,0.0461,0.978,0.381,0.0724,0.761,82.223,4
"1294274344",2021-04-03,"Galaxie 500","Strange",48,199.5,0.312,0.844,7,-7.085,1,0.0511,0.0798,0.0231,0.0793,0.626,97.039,4
"1266464675",2021-04-04,"Yot Club","YKWIM?",52,212.8,0.599,0.537,9,-7.625,1,0.0268,0.935,0.893,0.301,0.258,123.722,3
"1266464675",2021-04-06,"Alvvays","Not My Baby",53,256.4,0.342,0.644,0,-4.363,1,0.0346,0.0291,0.299,0.0988,0.129,150.848,4
"andrewjsa",2021-04-08,"Rod Wave","Tombstone",70,160.1,0.55,0.637,8,-5.212,1,0.163,0.597,0,0.129,0.535,84.448,4
"1294274344",2021-04-09,"Beastie Boys","High Plains Drifter",43,253.2,0.841,0.572,8,-12.087,0,0.231,0.00588,6e-04,0.21,0.656,152.391,4
"1266464675",2021-04-11,"Darondo","Didn't I",63,209.2,0.463,0.382,5,-11.682,1,0.0278,0.897,0.263,0.108,0.638,74.573,4
"fadedshadow589",2021-04-11,"Pearl Jam","Just Breathe",68,215.9,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,4
"fadedshadow589",2021-04-12,"Powfu","death bed (coffee for your head)",85,173.3,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
"fadedshadow589",2021-04-16,"PUBLIC","Make You Mine",77,232.9,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,4
"andrewjsa",2021-04-16,"Yves Tumor","Kerosene!",58,305.5,0.506,0.746,7,-7.385,0,0.0307,0.00183,0,0.109,0.299,130.996,4
"1294274344",2021-04-18,"Blonde Redhead","Penultimo",23,198.5,0.709,0.487,8,-10.077,1,0.0318,0.675,1.55e-05,0.159,0.372,99.09,4
"fadedshadow589",2021-04-18,"Allman Brown","Sons and Daughters",50,216.1,0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,4
"1294274344",2021-04-20,"Liraz","Bia Bia",36,216.6,0.317,0.71,4,-6.715,0,0.0411,0.00345,0.00108,0.318,0.827,164.598,3
"fadedshadow589",2021-04-21,"Jome","Cinnamon",57,204,0.45,0.472,8,-11.422,0,0.0488,0.588,0.000182,0.111,0.234,139.867,4
"1266464675",2021-04-21,"Thundercat","Dragonball Durag",66,181.9,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,4
"1266464675",2021-04-23,"Odetta","Hit Or Miss - Live",36,134.2,0.641,0.525,2,-11.433,1,0.284,0.864,0.00116,0.504,0.88,94.659,4
"1294274344",2021-04-23,"Vanessa Zamora","Malas Amistades",48,250.1,0.772,0.371,8,-10.258,0,0.0307,0.193,0,0.119,0.811,75.988,4
"1266464675",2021-04-24,"Erika Wennerstrom","Extraordinary Love",26,408.6,0.331,0.755,4,-4.639,1,0.0375,0.015,0.00166,0.321,0.175,134.992,4
"fadedshadow589",2021-04-27,"Talos","In Time",43,278.4,0.499,0.338,1,-13.705,1,0.04,0.78,0.0221,0.137,0.176,121.587,4
"1266464675",2021-04-27,"STRFKR","Being No One, Going Nowhere",48,279.9,0.655,0.506,7,-5.699,1,0.0253,0.101,0.928,0.107,0.207,93.971,4
"1294274344",2021-04-30,"Mujeres","Cae la Noche",35,179.7,0.527,0.945,9,-5.474,1,0.0316,0.000899,0,0.127,0.758,100.043,4
"thetopher",2021-05-13,"Denzel Curry","DIET_",58,143.7,0.724,0.771,5,-6.208,0,0.369,0.0889,0,0.362,0.867,90.565,4
"1294274344",2021-05-13,"STUTS","Summer Situation",48,290.2,0.677,0.756,0,-4.194,0,0.0641,0.145,2.18e-06,0.0796,0.865,84.504,4
"andrewjsa",2021-05-13,"Young Stoner Life","Real (feat. Unfoonk)",59,193.4,0.613,0.64,10,-7.346,1,0.177,0.00906,0,0.11,0.496,160.105,4
"thetopher",2021-05-15,"Coriky","Too Many Husbands",21,182.4,0.319,0.698,1,-8.09,0,0.0564,0.000819,0.00139,0.18,0.839,161.979,3
"thetopher",2021-05-17,"Heilung","Krigsgaldr",54,538.3,0.624,0.597,0,-10.542,1,0.049,0.0992,0.778,0.108,0.084,119.964,4
"thetopher",2021-05-19,"Fugees","Nappy Heads - Remix",57,322.1,0.77,0.455,1,-16.027,1,0.328,0.137,6.92e-05,0.109,0.643,97.099,4
"1294274344",2021-05-19,"tricot","<U+66B4><U+9732>",39,212.7,0.29,0.92,2,-2.68,1,0.0615,0.000977,0.000388,0.0695,0.578,158.317,4
"fadedshadow589",2021-05-19,"James Blake","Noise Above Our Heads",34,303.5,0.748,0.3,11,-12.16,0,0.0398,0.825,0.302,0.106,0.399,124.032,4
"andrewjsa",2021-05-21,"Futurebirds","Trippin'",51,217.3,0.557,0.619,1,-8.404,1,0.0292,0.595,5.69e-06,0.071,0.532,113.9,4
"1294274344",2021-05-21,"Brave Shores","More Like You",4,245.3,0.608,0.812,2,-5.03,1,0.0249,0.0168,0.00335,0.223,0.54,93.99,4
"andrewjsa",2021-05-25,"Maribou State","Glasshouses",56,225.9,0.617,0.483,9,-9.54,1,0.0454,0.637,0.763,0.0626,0.177,89.98,4
"thetopher",2021-05-25,"Cave In","Air Escapes",2,191.2,0.271,0.961,1,-3.663,1,0.106,9.91e-05,0.000112,0.327,0.214,141.544,4
"1294274344",2021-05-27,"Sweet Trip","Dsco",56,191.1,0.565,0.839,4,-5.161,0,0.0332,0.000335,0.113,0.329,0.855,134.98,4
"thetopher",2021-05-28,"First Aid Kit","The Lion's Roar",45,307,0.484,0.531,9,-5.866,0,0.0299,0.165,2.09e-06,0.0969,0.246,123.35,3
"1294274344",2021-05-30,"Chinese Football","Electronic Girl",40,310.4,0.703,0.687,9,-6.844,1,0.0298,0.0158,0.0254,0.2,0.768,122.053,4
"fadedshadow589",2021-06-01,"beabadoobee","Coffee",68,126.8,0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,4
"1265150420",2021-06-01,"Sadface Killer","Late Nite Gaudas",0,264.4,0.371,0.536,6,-9.178,0,0.0521,0.572,0.00416,0.177,0.481,140.182,4
"1265150420",2021-06-01,"American Football","My Instincts Are the Enemy",35,288.9,0.386,0.544,2,-7.533,1,0.0285,0.00107,0.000371,0.0738,0.458,139.544,4
"1294274344",2021-06-01,"Ayano Kaneko","<U+308A><U+307C><U+3093><U+306E><U+3066><U+307B><U+3069><U+304D>",33,220.3,0.604,0.638,5,-5.317,1,0.0249,0.774,0.00111,0.197,0.659,106.888,4
"1266464675",2021-06-01,"T. Rex","Mambo Sun - 2003 Remaster",49,221,0.518,0.611,11,-10.667,1,0.101,0.0608,0.827,0.209,0.731,181.034,4
"thetopher",2021-06-01,"ellis","Buried Myself Alive",6,211.5,0.273,0.555,0,-8.27,1,0.0322,0.27,0.691,0.113,0.125,84.982,4
"1265150420",2021-06-02,"Soccer Mommy","Skin",36,241.9,0.659,0.562,9,-9.187,1,0.0277,0.0417,1.49e-06,0.174,0.643,100.031,4
"1294274344",2021-06-03,"Mannequin Pussy","Drunk II",47,268.7,0.473,0.958,7,-3.67,1,0.0372,4.11e-05,0.425,0.0793,0.47,136.022,4
"1265150420",2021-06-05,"Citizen","How Does It Feel?",47,233.4,0.409,0.577,4,-5.864,0,0.035,0.0018,0.51,0.491,0.383,83.434,4
"thetopher",2021-06-06,"Unearth","This Lying World",30,256.9,0.175,0.806,9,-6.916,0,0.0999,1.42e-05,0.651,0.214,0.318,179.927,3
"1266464675",2021-06-06,"Jens Lekman","A Postcard to Nina",39,300.5,0.455,0.617,2,-5.563,1,0.044,0.36,7.72e-06,0.344,0.53,178.589,4
"1266464675",2021-06-07,"Stereolab","Cybele’s Reverie",37,282.7,0.32,0.799,2,-6.419,0,0.0292,0.0239,0.138,0.287,0.673,125.631,4
"andrewjsa",2021-06-07,"Thee Sacred Souls","Will I See You Again?",52,240.7,0.515,0.451,9,-8.047,0,0.0309,0.405,1.12e-06,0.111,0.661,169.931,4
"1265150420",2021-06-07,"The Joy Formidable","This Ladder Is Ours",26,311.3,0.31,0.919,9,-6.609,1,0.127,0.0103,0.000752,0.107,0.0841,144.902,4
"1266464675",2021-06-09,"Khruangbin","Midnight",65,314.7,0.663,0.552,5,-8.925,0,0.0308,0.0574,0.0131,0.0973,0.687,132.867,4
"thetopher",2021-06-09,"Massive Attack","Teardrop",68,330.8,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,4
"1294274344",2021-06-09,"Squid","Houseplants",46,258.1,0.37,0.968,2,-4.84,1,0.106,0.00604,2.82e-05,0.162,0.447,165.52,4
"thetopher",2021-06-10,"Lantlôs","Lake Fantasy",39,253.5,0.276,0.881,6,-7.355,1,0.072,4.19e-06,0.526,0.141,0.471,119.904,4
"1266464675",2021-06-10,"Thundercat","Them Changes",71,188.5,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,4
"thetopher",2021-06-11,"Home Is Where","Long Distance Conjoined Twins",37,207.1,0.499,0.954,10,-6.108,1,0.0604,0.0322,0,0.0825,0.487,99.026,4
"1265150420",2021-06-11,"Arrows in Her","Go On, Tell Me About Foucault",0,159,0.319,0.886,4,-6.004,1,0.0671,0.0452,2.52e-06,0.237,0.494,162.022,5
"andrewjsa",2021-06-11,"Lifafa","Wahin Ka Wahin",35,341.1,0.572,0.569,0,-10.232,0,0.0403,0.21,0.0166,0.257,0.306,94.953,4
"1266464675",2021-06-12,"Morphine","In Spite of Me",43,154.8,0.431,0.373,7,-14.771,1,0.034,0.641,0.511,0.143,0.49,167.286,4
"fadedshadow589",2021-06-13,"Sammy Johnson","Since I Met You",46,221.3,0.584,0.57,5,-6.595,1,0.121,0.244,0,0.102,0.793,83.602,4
"thetopher",2021-06-13,"Kendrick Lamar","County Building Blues",37,257.7,0.499,0.778,0,-5.258,1,0.21,0.0523,0,0.0769,0.586,105.091,5
"1265150420",2021-06-13,"Sleepy Dog","A Goodbye for You and Me",17,367,0.535,0.723,10,-11.262,1,0.0296,0.00105,0.886,0.108,0.624,149.992,4
"andrewjsa",2021-06-13,"Pony Bradshaw","Sawtoothed Jericho (OurVinyl Sessions)",25,293,0.52,0.363,7,-10.515,1,0.0282,0.714,0.00118,0.0902,0.326,112.499,4
"1294274344",2021-06-13,"Widowspeak","Wicked Game",48,251.9,0.57,0.438,9,-12.926,1,0.0262,0.149,0.0036,0.272,0.531,106.444,4
"1266464675",2021-06-13,"Teenage Wildlife","You",16,198.5,0.506,0.761,11,-8.165,1,0.0357,0.062,0.273,0.081,0.971,219.938,4
"1265150420",2021-06-15,"TV Girl","Her and Her Friend",42,209.1,0.499,0.845,2,-6.197,1,0.0376,0.248,0.0014,0.102,0.776,191.443,4
"1266464675",2021-06-16,"Bill Callahan","Sycamore",44,335.8,0.659,0.752,11,-6.067,1,0.0289,0.105,0.00368,0.104,0.769,119.62,4
"1265150420",2021-06-17,"Phoebe Bridgers","I Know The End",66,344.7,0.328,0.32,1,-10.282,1,0.035,0.324,0.019,0.234,0.259,111.453,4
"thetopher",2021-06-17,"Soilwork","Death Diviner",53,305.8,0.464,0.955,4,-4.849,1,0.0617,1.78e-05,0.00399,0.368,0.219,106.016,4
"andrewjsa",2021-06-18,"Isaiah Rashad","Headshots (4r Da Locals)",72,193.2,0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120,4
"riesgovictoria",2021-06-19,"DEVO","Gates of Steel",39,208,0.592,0.918,0,-7.972,1,0.0351,0.00223,0.213,0.515,0.639,157.051,4
"1266464675",2021-06-19,"Liz Phair","Go West",33,197.9,0.684,0.484,4,-11.927,1,0.0265,0.283,0.236,0.133,0.776,102.373,4
"thetopher",2021-06-19,"Tyler, The Creator","LUMBERJACK",76,138.3,0.386,0.762,9,-6.341,1,0.564,0.122,0,0.527,0.433,170.691,4
"fadedshadow589",2021-06-20,"James Blake","Are You Even Real?",58,231.8,0.289,0.619,0,-5.97,1,0.125,0.877,0.0298,0.397,0.197,72.139,3
"1265150420",2021-06-20,"Cocteau Twins","Sea, Swallow Me",60,189,0.454,0.673,0,-13.425,1,0.0265,0.589,0.238,0.252,0.827,163.954,3
"riesgovictoria",2021-06-20,"Slow Pulp","Die Alone",31,187.2,0.664,0.946,8,-4.057,0,0.0328,0.395,0.0163,0.642,0.682,92.048,4
"1265150420",2021-06-20,"Sadface Killer","Hot Dogs",0,168.1,0.751,0.713,4,-8.074,1,0.0829,0.348,5.87e-06,0.293,0.74,85.034,4
"1265150420",2021-06-21,"Noname","Forever (feat. Joseph Chilliams & Ravyn Lenae)",43,218.6,0.672,0.655,6,-9.768,0,0.469,0.571,0,0.188,0.906,113.74,5
